FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
FIG00516892_FIG00516894:_hypothetical_protein_	FIG00516892	FIG00516894:_hypothetical_protein_	1529.5	0	38.4	53.7	175.4	69.7	0	5.2	11.9	1.4	18.6	0.000554766	0.262744719	-41.9294699
FIG00001770_DNA_mismatch_repair_endonuclease_MutH_	FIG00001770	DNA_mismatch_repair_endonuclease_MutH_	0	0	0	0	0	0	0	0	0	1.4	6.2	0.007374921	0.262744719	30.4
FIG00002962_Lysophospholipid_transporter_LplT_	FIG00002962	Lysophospholipid_transporter_LplT_	1.7	0	0	0	0.7	9.2	0	0	0	0	0	0.011535747	0.262744719	-38.66666667
FIG00518357_FIG00518358:_hypothetical_protein_	FIG00518357	FIG00518358:_hypothetical_protein_	0	1.1	0.8	0	0	27.8	0	0	0	0	0	0.007347709	0.262744719	-99
FIG01115339_ABC_transporter_substrate-binding_protein_	FIG01115339	ABC_transporter_substrate-binding_protein_	1294.9	4.3	7.1	12	8.9	51.1	0	2.6	21.9	0	65.1	0.014984772	0.262744719	-12.81901042
FIG01046920_FIG01046921:_hypothetical_protein_	FIG01046920	FIG01046921:_hypothetical_protein_	3.3	1.1	0	2.2	0.7	4.6	0	0	0	0	0	0.008462628	0.262744719	-39.66666667
FIG00638961_FIG00638962:_hypothetical_protein_	FIG00638961	FIG00638962:_hypothetical_protein_	3.3	7.4	0	14.2	0.7	13.9	0	0	0	0	0	0.003544753	0.262744719	-131.6666667
FIG00012686_Copper-sensing_two-component_system_response_regulator_CusR_	FIG00012686	Copper-sensing_two-component_system_response_regulator_CusR_	6.7	0	0	1.1	0	32.5	0	0	0	0	0	0.005340446	0.262744719	-134.3333333
FIG00523104_FIG00523106:_hypothetical_protein_	FIG00523104	FIG00523106:_hypothetical_protein_	0	0	2.3	0	1.5	13.9	0	0	0	0	0	0.009375803	0.262744719	-59
FIG01344264_Putative_heme_oxygenase_	FIG01344264	Putative_heme_oxygenase_	23.3	0	2.3	3.3	0	18.6	0	0	0	0	0	0.003505084	0.262744719	-158.3333333
FIG00011632_Arginine_permease_RocE_	FIG00011632	Arginine_permease_RocE_	0	0	1.6	1.1	0	4.6	0	0	0	0	0	0.01380132	0.262744719	-24.33333333
"FIG00839266_Lytic_transglycosylase,_catalytic_"	FIG00839266	"Lytic_transglycosylase,_catalytic_"	0	0	0	0	0	0	18	23.3	0	0	0	0.001883976	0.262744719	165.2
"FIG01318650_Pseudouridylate_synthases,_23S_RNA-specific_"	FIG01318650	"Pseudouridylate_synthases,_23S_RNA-specific_"	0	0	0	0	0	0	0	0	4	1.4	0	0.009235976	0.262744719	21.6
FIG00002860_Ribulosamine/erythrulosamine_3-kinase_potentially_involved_in_protein_deglycation_	FIG00002860	Ribulosamine/erythrulosamine_3-kinase_potentially_involved_in_protein_deglycation_	1.7	1.1	0	5.5	0.7	4.6	0	0	0	0	0	0.007623431	0.262744719	-45.33333333
FIG01120026_putative_BglB_fragment_	FIG01120026	putative_BglB_fragment_	40	31.6	134.7	71.2	0.7	0	1593.1	2229	43.7	1.4	945.1	0.000698909	0.262744719	20.75758447
FIG00044013_Low_molecular_weight_protein-tyrosine-phosphatase_Wzb_(EC_3.1.3.48)_	FIG00044013	Low_molecular_weight_protein-tyrosine-phosphatase_Wzb_(EC_3.1.3.48)_	1.7	0	0	1.1	0	9.3	0	0	0	0	0	0.011534019	0.262744719	-40.33333333
FIG00985387_putative_polysaccharidase_	FIG00985387	putative_polysaccharidase_	1.7	0	0	0	0	27.9	0	0	0	0	0	0.007986856	0.262744719	-98.66666667
FIG00936836_FIG00936838:_hypothetical_protein_	FIG00936836	FIG00936838:_hypothetical_protein_	0	0	0	0	0	0	0	0	4	6.9	3.1	0.003897819	0.262744719	56
FIG00055563_LSU_ribosomal_protein_L35Ae_	FIG00055563	LSU_ribosomal_protein_L35Ae_	0	2.1	1.6	0	0	0	4.5	0	163	9.6	0	0.002342424	0.262744719	57.43783784
FIG00002723_Ribonuclease_E_inhibitor_RraB_	FIG00002723	Ribonuclease_E_inhibitor_RraB_	3.3	0	0	0	0.7	4.6	0	0	0	0	0	0.012914579	0.262744719	-28.66666667
FIG00002789_Pirin-like_protein_YhaK_	FIG00002789	Pirin-like_protein_YhaK_	1.7	0	0	7.7	0	13.9	0	0	0	0	0	0.007622918	0.262744719	-77.66666667
"FIG00438721_ankyrin_repeat_protein,_putative_"	FIG00438721	"ankyrin_repeat_protein,_putative_"	1.7	0	1.6	0	11.2	4.6	0	0	0	0	0	0.007376553	0.262744719	-63.66666667
FIG00746447_FIG00746449:_hypothetical_protein_	FIG00746447	FIG00746449:_hypothetical_protein_	0	0	0	0	1.5	4.6	0	0	0	0	0	0.016811644	0.262744719	-20.33333333
FIG00565231_FIG01191333:_hypothetical_protein_	FIG00565231	FIG01191333:_hypothetical_protein_	0	0	0	6.6	0	32.5	0	0	0	0	0	0.006123565	0.262744719	-130.3333333
FIG00554918_FIG00948312:_hypothetical_protein_	FIG00554918	FIG00948312:_hypothetical_protein_	1.7	1.1	0	3.3	0.7	0	0	0	0	0	0	0.012860935	0.262744719	-22.66666667
FIG01305019_Fimbrial_periplasmic_chaperone_SfmC_	FIG01305019	Fimbrial_periplasmic_chaperone_SfmC_	0	0	0	1.1	0	9.3	0	0	0	0	0	0.014507636	0.262744719	-34.66666667
FIG01304883_Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)_	FIG01304883	Dihydrolipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex_(EC_2.3.1.168)_	0	0	6.3	23	0	46.5	0	0	0	0	0	0.00208093	0.262744719	-252.6666667
FIG01230360_Phage-related_integrase/recombinase_	FIG01230360	Phage-related_integrase/recombinase_	1.7	1.1	20.4	0	22.4	339.3	0	0	8	5.4	0	0.008911077	0.262744719	-23.93656716
FIG01340682_Putative_stability/partitioning_protein_encoded_within_prophage_CP-933T_	FIG01340682	Putative_stability/partitioning_protein_encoded_within_prophage_CP-933T_	5	1.1	0	26.3	1.5	13.9	0	0	0	0	0	0.002853079	0.262744719	-159.3333333
FIG00014612_Oligogalacturonate_lyase_(EC_4.2.2.6)_	FIG00014612	Oligogalacturonate_lyase_(EC_4.2.2.6)_	0	0	0	0	0.7	9.3	0	0	0	0	0	0.014509108	0.262744719	-33.33333333
FIG00883257_SECRETION_ACTIVATOR_PROTEIN_	FIG00883257	SECRETION_ACTIVATOR_PROTEIN_	0	0	1.6	0	0	37.2	0	0	0	0	0	0.006474641	0.262744719	-129.3333333
FIG01226261_enterotoxin_/_cell-wall_binding_protein_	FIG01226261	enterotoxin_/_cell-wall_binding_protein_	0	0	7.8	0	0	41.8	0	0	0	0	0	0.004761347	0.262744719	-165.3333333
FIG01748875_Protein_of_unknown_function_DUF204_	FIG01748875	Protein_of_unknown_function_DUF204_	0	0	3.1	0	3.7	13.9	0	0	0	0	0	0.008306221	0.262744719	-69
FIG00518018_accessory_gene_regulator_	FIG00518018	accessory_gene_regulator_	0	2.1	3.1	4.4	136.6	0	0	0	4	0	0	0.014923418	0.262744719	-30.45833333
"FIG01250390_Type_II_restriction_endonuclease,_MutH_family_"	FIG01250390	"Type_II_restriction_endonuclease,_MutH_family_"	1.7	1.1	196.6	0	1.5	0	4.5	0	0	0	0	0.008190397	0.262744719	-37.2037037
FIG01955781_Ribosomal_large_subunit_pseudouridine_synthase_D_(EC_4.2.1.70)_	FIG01955781	Ribosomal_large_subunit_pseudouridine_synthase_D_(EC_4.2.1.70)_	0	0	0	0	0.7	9.3	0	0	0	0	0	0.014509108	0.262744719	-33.33333333
FIG00138829_N-acetylglucosamine-1-phosphate_uridyltransferase_(EC_2.7.7.23)_	FIG00138829	N-acetylglucosamine-1-phosphate_uridyltransferase_(EC_2.7.7.23)_	0	8.5	1.6	1.1	0.7	4.6	0	0	0	0	0	0.007203848	0.262744719	-55
"FIG01774460_ABC_sugar_transporter,_fused_ATP-binding_subunits_"	FIG01774460	"ABC_sugar_transporter,_fused_ATP-binding_subunits_"	0	0	0	0	0.7	9.3	0	0	0	0	0	0.014509108	0.262744719	-33.33333333
"FIG00002177_N-acetylglucosamine-6P-responsive_transcriptional_repressor_NagC,_ROK_family_"	FIG00002177	"N-acetylglucosamine-6P-responsive_transcriptional_repressor_NagC,_ROK_family_"	1.7	0	0	1.1	0	13.9	0	0	0	0	0	0.009904701	0.262744719	-55.66666667
FIG01318762_Menaquinone_biosynthesis_related_protein_MenX_	FIG01318762	Menaquinone_biosynthesis_related_protein_MenX_	0	0	24.3	0	3	130.1	0	0	2	0	0	0.00591398	0.262744719	-65.58333333
FIG00013001_Phosphoglycerate_mutase_family_2_	FIG00013001	Phosphoglycerate_mutase_family_2_	0	0	0.8	0	3.7	9.3	0	0	0	0	0	0.010550859	0.262744719	-46
FIG00974692_Translation-disabling_ACNase_RloC_	FIG00974692	Translation-disabling_ACNase_RloC_	0	0	0	0	0	0	0	0	4	1.4	0	0.009235976	0.262744719	21.6
FIG01422253_FIG00526915:_hypothetical_protein_	FIG01422253	FIG00526915:_hypothetical_protein_	18.3	0	0	2.2	0	0	22.4	118.9	0	0	368.8	0.003138166	0.262744719	29.8595122
FIG00744978_FIG00744981:_hypothetical_protein_	FIG00744978	FIG00744981:_hypothetical_protein_	0	0	0.8	0	0.7	4.6	0	0	0	0	0	0.015122341	0.262744719	-20.33333333
FIG01325264_FIG00414498:_hypothetical_protein_	FIG01325264	FIG00414498:_hypothetical_protein_	0	49.5	21.9	0	32.1	1998.7	4.5	2.6	41.7	22	3.1	0.0040713	0.262744719	-23.70545783
FIG00137886_Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)_	FIG00137886	Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)_	8.4	4.3	0	23	0	46.5	0	0	0	1.4	0	0.007781155	0.262744719	-48.92857143
FIG01851186_Sugar_ABC_transporter_permease_protein_ycjP_	FIG01851186	Sugar_ABC_transporter_permease_protein_ycjP_	0	0	0	0	0	0	4.5	0	0	0	3.1	0.00706153	0.262744719	30.4
FIG00003025_Sensory_histidine_kinase_QseC_	FIG00003025	Sensory_histidine_kinase_QseC_	1.7	0	0	0	0	4.6	0	0	0	0	0	0.016810722	0.262744719	-21
FIG01533456_no_significant_homology._Putative_N-terminal_signal_sequence_and_9_putative_transmembrane_regions_were_found_by_PSORT._	FIG01533456	no_significant_homology._Putative_N-terminal_signal_sequence_and_9_putative_transmembrane_regions_were_found_by_PSORT._	5	2.2	12.5	1.1	3.7	432.3	4.5	0	7.9	8.2	6.2	0.014945374	0.262744719	-14.2039801
FIG01197462_FIG01197463:_hypothetical_protein_	FIG01197462	FIG01197463:_hypothetical_protein_	0	0	7.8	0	0.7	0	98.7	2.6	89.4	0	0	0.006911704	0.262744719	26.92235294
FIG00022568_Phosphonate_ABC_transporter_ATP-binding_protein_(TC_3.A.1.9.1)_	FIG00022568	Phosphonate_ABC_transporter_ATP-binding_protein_(TC_3.A.1.9.1)_	366.3	127.6	266.2	1407.4	157.9	961.6	9936	1580	1401.1	444.6	1090.9	0.008578459	0.262744719	5.27627624
FIG01959666_Conjugative_transfer_protein_TrbE_	FIG01959666	Conjugative_transfer_protein_TrbE_	0	0	1.6	0	0.7	4.6	0	0	0	0	0	0.013802494	0.262744719	-23
FIG01055051_Carboxylesterase(_EC:3.1.1.1_)_	FIG01055051	Carboxylesterase(_EC:3.1.1.1_)_	1.7	0	0	1.1	0	4.6	0	0	0	0	0	0.013801086	0.262744719	-24.66666667
FIG00520345_FIG00520346:_hypothetical_protein_	FIG00520345	FIG00520346:_hypothetical_protein_	0	0	2.4	1.1	200.8	88.3	9	2.6	0	0	0	0.016284085	0.262744719	-21.02011494
FIG00515836_FIG00515839:_hypothetical_protein_	FIG00515836	FIG00515839:_hypothetical_protein_	0	1.1	0.8	0	0.7	9.3	0	0	0	0	0	0.01043379	0.262744719	-39.66666667
FIG01419501_Putative_ATP:guanido_phosphotransferase_YacI_(EC_2.7.3.-)_	FIG01419501	Putative_ATP:guanido_phosphotransferase_YacI_(EC_2.7.3.-)_	0	4.2	0	0	0.7	18.6	0	0	0	0	0	0.008038855	0.262744719	-78.33333333
FIG00751384_FIG00751385:_hypothetical_protein_	FIG00751384	FIG00751385:_hypothetical_protein_	0	2.1	0	0	0.7	4.6	0	0	0	0	0	0.013801971	0.262744719	-24.66666667
FIG01388886_FIG00532421:_hypothetical_protein_	FIG01388886	FIG00532421:_hypothetical_protein_	1.7	0	0	0	1.5	9.3	0	0	0	0	0	0.010847171	0.262744719	-41.66666667
FIG01022399_FIG01022400:_hypothetical_protein_	FIG01022399	FIG01022400:_hypothetical_protein_	0	0	0	2.2	0.7	9.3	0	0	0	0	0	0.01153363	0.262744719	-40.66666667
"FIG01005363_Cobyrinic_acid_a,c-diamide_synthase_"	FIG01005363	"Cobyrinic_acid_a,c-diamide_synthase_"	0	9.5	0	0	0	18.6	0	0	0	0	0	0.007714606	0.262744719	-93.66666667
FIG01658223_FIG00406133:_hypothetical_protein_	FIG01658223	FIG00406133:_hypothetical_protein_	0	4.2	4.7	0	7.5	74.4	0	0	2	0	0	0.014465265	0.262744719	-37.83333333
FIG00627650_FIG00627652:_hypothetical_protein_	FIG00627650	FIG00627652:_hypothetical_protein_	1.7	0	1.6	0	0.7	4.6	0	0	0	0	0	0.010624591	0.262744719	-28.66666667
FIG00633081_FIG00633083:_hypothetical_protein_	FIG00633081	FIG00633083:_hypothetical_protein_	0	2.1	6.3	3.3	4.5	9.3	0	0	0	0	0	0.005367887	0.262744719	-85
FIG01304842_Putative_2-hydroxyacid_dehydrogenase_YcdW_(EC_1.-.-.-)_	FIG01304842	Putative_2-hydroxyacid_dehydrogenase_YcdW_(EC_1.-.-.-)_	0	0	0	1.1	0	9.3	0	0	0	0	0	0.014507636	0.262744719	-34.66666667
"FIG00221658_Alpha-arabinosides_ABC_transport_system,_substrate-binding_protein_"	FIG00221658	"Alpha-arabinosides_ABC_transport_system,_substrate-binding_protein_"	16.6	15.8	18	36.1	11.2	23.2	915.5	2.6	25.8	15.1	65.1	0.005276759	0.262744719	10.16476427
FIG01048909_conserved_phage_protein_	FIG01048909	conserved_phage_protein_	0	0	0	0	2.2	0	13.5	0	67.6	1.4	0	0.00636328	0.262744719	45
FIG00645086_FIG00645087:_hypothetical_protein_	FIG00645086	FIG00645087:_hypothetical_protein_	0	0	0	0	0	0	4.5	0	2	0	0	0.007893413	0.262744719	26
"FIG01229217_Helix-turn-helix,_AraC_type_"	FIG01229217	"Helix-turn-helix,_AraC_type_"	0	0	1.6	2.2	6.7	13.8	0	0	0	0	0	0.006420764	0.262744719	-81
FIG00001171_Glutamate_Aspartate_periplasmic_binding_protein_precursor_GltI_(TC_3.A.1.3.4)_	FIG00001171	Glutamate_Aspartate_periplasmic_binding_protein_precursor_GltI_(TC_3.A.1.3.4)_	1.7	0	0	0	0	4.6	0	0	0	0	0	0.016810722	0.262744719	-21
FIG01330875_transglutaminase-like_predicted_protease_	FIG01330875	transglutaminase-like_predicted_protease_	0	0	0	0	0	0	18	0	0	0	3.1	0.003777282	0.262744719	84.4
"FIG00897521_outer_membrane_protein_TolC,_putative_"	FIG00897521	"outer_membrane_protein_TolC,_putative_"	1.7	16.9	14.9	0	48.5	2277.7	18	0	25.9	43.9	34.1	0.008570895	0.262744719	-16.13139185
FIG00511038_Mechanosensitive_ion_channel_	FIG00511038	Mechanosensitive_ion_channel_	1.7	0	0	0	0	4.6	0	0	0	0	0	0.016810722	0.262744719	-21
FIG01690081_Predicted_L-arabinose_isomerase_(EC_5.3.1.4)_	FIG01690081	Predicted_L-arabinose_isomerase_(EC_5.3.1.4)_	371.2	70.6	162.1	426.1	320.1	692.4	5717.3	832.7	435.3	462.5	387.3	0.015941421	0.262744719	4.603241126
FIG00937768_FIG00937769:_hypothetical_protein_	FIG00937768	FIG00937769:_hypothetical_protein_	0	2.1	3.1	0	6	427.6	0	0	11.9	4.1	0	0.012918132	0.262744719	-22.85416667
FIG01571781_probable_aminopeptidase_	FIG01571781	probable_aminopeptidase_	0	0	0	4.4	0	4.6	0	0	0	0	0	0.014574235	0.262744719	-30
"FIG01518264_possible_membrane_protein;_possible_peptidase,_M23/M37_family_"	FIG01518264	"possible_membrane_protein;_possible_peptidase,_M23/M37_family_"	0	1.1	7	0	0.7	46.5	0	0	0	0	0	0.003342081	0.262744719	-184.3333333
FIG00001853_Phage_shock_protein_B_	FIG00001853	Phage_shock_protein_B_	0	0	0	4.4	0	13.9	0	0	0	0	0	0.010543625	0.262744719	-61
"FIG01310073_orf,_hypothetical_protein_"	FIG01310073	"orf,_hypothetical_protein_"	6.7	1.1	0	3.3	0	0	0	0	0	0	0	0.011795932	0.262744719	-37
FIG00143615_DedA_family_inner_membrane_protein_YghB_	FIG00143615	DedA_family_inner_membrane_protein_YghB_	1.7	1.1	0	4.4	0	0	0	0	0	0	0	0.014748387	0.262744719	-24
FIG01031836_FIG01031837:_hypothetical_protein_	FIG01031836	FIG01031837:_hypothetical_protein_	3.3	0	6.3	0	15.7	255.7	0	0	0	0	3.1	0.00245672	0.262744719	-75.53763441
FIG00524461_FIG00524463:_hypothetical_protein_	FIG00524461	FIG00524463:_hypothetical_protein_	1.7	2.1	1.6	0	0	539.2	4.5	0	15.9	0	3.1	0.01499354	0.262744719	-19.31205674
FIG01953920_Re_face-specific_citrate_synthase_(EC_2.3.3.3)_	FIG01953920	Re_face-specific_citrate_synthase_(EC_2.3.3.3)_	0	0	0	2.2	0	13.9	0	0	0	0	0	0.011445141	0.262744719	-53.66666667
FIG00674492_Protein_crcB_homolog_1_	FIG00674492	Protein_crcB_homolog_1_	0	0	3.9	0	0	46.5	0	0	0	0	0	0.004911309	0.262744719	-168
FIG00524172_FIG00524174:_hypothetical_protein_	FIG00524172	FIG00524174:_hypothetical_protein_	1.7	0	94	0	6.7	9.3	0	0	0	0	0	0.000888371	0.262744719	-372.3333333
FIG01496107_FIG00670356:_hypothetical_protein_	FIG01496107	FIG00670356:_hypothetical_protein_	0	0	0	0	0	0	0	5.2	0	0	6.2	0.005394145	0.262744719	45.6
"FIG01959244_Type_II,_N4M-methylcytosine_DNA_methyltransferase_(group_beta)_"	FIG01959244	"Type_II,_N4M-methylcytosine_DNA_methyltransferase_(group_beta)_"	1.7	0	0	6.6	0	0	0	0	0	0	0	0.014823809	0.262744719	-27.66666667
FIG01960098_SSU_ribosomal_protein_S1p_	FIG01960098	SSU_ribosomal_protein_S1p_	35	0	5.5	9.9	9.7	13.9	148.1	36.2	65.6	443.2	105.4	0.00278137	0.262744719	12.94864865
"FIG00010536_HemX_protein,_negative_effector_of_steady-state_concentration_of_glutamyl-tRNA_reductase_"	FIG00010536	"HemX_protein,_negative_effector_of_steady-state_concentration_of_glutamyl-tRNA_reductase_"	0	0	0	0	2.2	13.9	0	0	0	0	0	0.011450267	0.262744719	-53.66666667
FIG01304783_Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)_	FIG01304783	Biosynthetic_Aromatic_amino_acid_aminotransferase_alpha_(EC_2.6.1.57)_	0	0	0	0	3.7	41.8	0	0	0	0	0	0.005371328	0.262744719	-151.6666667
"FIG00089781_Possible_alpha-xyloside_ABC_transporter,_permease_component_"	FIG00089781	"Possible_alpha-xyloside_ABC_transporter,_permease_component_"	439.7	659.3	576	6409.3	304.5	3745.3	58214.8	12497.4	1532.4	2368.6	2219	0.002123621	0.262744719	7.598308898
FIG01542296_Protein_essC_	FIG01542296	Protein_essC_	1.7	0	1.6	3.3	1.4	0	0	0	0	0	0	0.011771987	0.262744719	-26.66666667
FIG00590266_FIG00590267:_hypothetical_protein_	FIG00590266	FIG00590267:_hypothetical_protein_	0	9.5	9.4	0	6	311.4	4.5	0	0	1.4	0	0.002984598	0.262744719	-47.5
"FIG01288836_ABC-type_antimicrobial_peptide_transport_system,_ATPase_component_"	FIG01288836	"ABC-type_antimicrobial_peptide_transport_system,_ATPase_component_"	429.4	636.8	232.7	1825.8	77.6	1078.2	13943.3	1437.7	1420.9	413	1468.9	0.009639337	0.262744719	5.237836701
"FIG00120441_CRISPR-associated_protein,_Csn1_family_"	FIG00120441	"CRISPR-associated_protein,_Csn1_family_"	70.1	116.2	545.7	7093.7	270.6	3588	53605.7	8460.9	1470.9	753.3	4874.4	0.005558075	0.262744719	7.103398578
FIG01906482_hypothetical_signaling_protein_	FIG01906482	hypothetical_signaling_protein_	0	0	0	0	0	0	0	2.6	2	0	12.4	0.003620776	0.262744719	68
FIG01416315_phage_protein_	FIG01416315	phage_protein_	0	0	0	0	0	0	4.5	0	0	0	3.1	0.00706153	0.262744719	30.4
FIG01665669_FIG01032304:_hypothetical_protein_	FIG01665669	FIG01032304:_hypothetical_protein_	0	0	0	0	1.5	18.5	0	0	0	0	0	0.010251658	0.262744719	-66.66666667
FIG00937199_FIG00937200:_hypothetical_protein_	FIG00937199	FIG00937200:_hypothetical_protein_	1.7	0	1.6	0	10.4	232.4	4.5	0	0	0	3.1	0.010717319	0.262744719	-26.98464912
FIG00905417_Sigma_cross-reacting_protein_27A_	FIG00905417	Sigma_cross-reacting_protein_27A_	1.7	0	0	0	0	4.6	0	0	0	0	0	0.016810722	0.262744719	-21
FIG00605029_FIG00605032:_hypothetical_protein_	FIG00605029	FIG00605032:_hypothetical_protein_	68.2	4.2	0	0	0	0	0	0	0	0	0	0.002979841	0.262744719	-241.3333333
FIG01411213_FIG00407231:_hypothetical_protein_	FIG01411213	FIG00407231:_hypothetical_protein_	0	0	0.8	0	2.2	148.7	0	0	0	0	0	0.000874032	0.262744719	-505.6666667
FIG01504520_putative_enzyme;_Not_classified_	FIG01504520	putative_enzyme;_Not_classified_	0	1.1	0.8	0	1.5	4.6	0	0	0	0	0	0.011417538	0.262744719	-26.66666667
FIG01326423_FIG020717:_Phage-associated_protein_	FIG01326423	FIG020717:_Phage-associated_protein_	0	0	0	0	0	0	4.5	0	4	0	6.2	0.003865005	0.262744719	58.8
FIG00001706_Copper_sensory_histidine_kinase_CpxA_	FIG00001706	Copper_sensory_histidine_kinase_CpxA_	0	1.1	0	1.1	0	18.6	0	0	0	0	0	0.009164002	0.262744719	-69.33333333
FIG01595495_Cation-transporting_ATPase_	FIG01595495	Cation-transporting_ATPase_	121.5	13.8	83.1	591.4	11.9	1245.6	10523.7	1274.8	616	539.2	582.6	0.004972064	0.262744719	7.85737919
FIG00651452_SclB_protein_	FIG00651452	SclB_protein_	0	0	0	0	0.7	144.1	0	0	0	0	0	0.001150939	0.262744719	-482.6666667
FIG01815534_protein_of_unknown_function_DUF114_	FIG01815534	protein_of_unknown_function_DUF114_	0	0	0	0	1.5	4.6	0	0	0	0	0	0.016811644	0.262744719	-20.33333333
FIG01302231_LSU_ribosomal_protein_L6e_	FIG01302231	LSU_ribosomal_protein_L6e_	0	0	0	0	0.7	0	0	0	178.9	11	0	0.000456127	0.262744719	325.5428571
FIG01219926_Putative_uncharacterized_protein_YiiQ_	FIG01219926	Putative_uncharacterized_protein_YiiQ_	1.7	0	0	0	0	4.6	0	0	0	0	0	0.016810722	0.262744719	-21
FIG01236568_DNA_polymerase(_EC:2.7.7.7_)_	FIG01236568	DNA_polymerase(_EC:2.7.7.7_)_	3.3	0	20.4	3.3	154.5	172	4.5	10.3	2	1.4	0	0.011560616	0.262744719	-16.18589744
FIG00002867_Rho-specific_inhibitor_of_transcription_termination_(YaeO)_	FIG00002867	Rho-specific_inhibitor_of_transcription_termination_(YaeO)_	0	0	1.6	2.2	0	4.6	0	0	0	0	0	0.012731271	0.262744719	-28
"FIG00743862_contains_methionine_synthase,_vitamin-B12_independent_domain_"	FIG00743862	"contains_methionine_synthase,_vitamin-B12_independent_domain_"	0	0	2.3	0	0.7	9.3	0	0	0	0	0	0.011536089	0.262744719	-41
FIG00006369_Universal_stress_protein_D_	FIG00006369	Universal_stress_protein_D_	0	0	0	7.7	0	18.6	0	0	0	0	0	0.008144164	0.262744719	-87.66666667
FIG00127296_Gluconolactonase_(EC_3.1.1.17)_	FIG00127296	Gluconolactonase_(EC_3.1.1.17)_	0	0	50.9	0	0	13.9	0	0	0	0	0	0.003300598	0.262744719	-216
FIG00471189_FIG00471195:_hypothetical_protein_	FIG00471189	FIG00471195:_hypothetical_protein_	0	0	0	0	0	0	4.5	0	2	1.4	0	0.006059427	0.262744719	31.6
FIG01308332_glucose_uptake_protein_	FIG01308332	glucose_uptake_protein_	3.3	6.3	0.8	0	1.5	4.6	0	0	0	0	0	0.006902551	0.262744719	-55
FIG00514510_no_significant_homology_Putative_N-terminal_signal_sequence_and_2_putative_transmembrane_regions_were_found_by_PSORT._	FIG00514510	no_significant_homology_Putative_N-terminal_signal_sequence_and_2_putative_transmembrane_regions_were_found_by_PSORT._	0	0	1.6	1.1	12.7	4.6	0	0	0	0	0	0.007400085	0.262744719	-66.66666667
FIG01712985_FIG00380485:_hypothetical_protein_	FIG01712985	FIG00380485:_hypothetical_protein_	0	0	1.6	3.3	0	9.3	0	0	0	0	0	0.010349827	0.262744719	-47.33333333
FIG00469696_Phosphatidylserine_decarboxylase-related_protein_	FIG00469696	Phosphatidylserine_decarboxylase-related_protein_	0	0	6.3	0	0	9.3	0	0	0	0	0	0.011406856	0.262744719	-52
FIG01121991_sugar_uptake_ABC_transporter_sugar-binding_protein_	FIG01121991	sugar_uptake_ABC_transporter_sugar-binding_protein_	0	0	2.3	2.2	9.7	0	0	0	0	0	0	0.010500232	0.262744719	-47.33333333
FIG00017616_Antitoxin_YgiT_	FIG00017616	Antitoxin_YgiT_	11.7	4.2	0	6.6	0.7	9.3	0	0	0	0	0	0.004163671	0.262744719	-108.3333333
FIG01344602_FIG00348669:_hypothetical_protein_	FIG01344602	FIG00348669:_hypothetical_protein_	0	0	0	0	0	0	9	0	4	0	0	0.004948162	0.262744719	52
FIG00007237_Hypothetical_oxidoreductase_YdjG_(EC_1.-.-.-)_	FIG00007237	Hypothetical_oxidoreductase_YdjG_(EC_1.-.-.-)_	10	6.4	2.4	9.9	8.9	27.8	601.4	51.8	14	8.3	117.8	0.001923268	0.262744719	14.5559633
FIG00905751_FIG00361523:_hypothetical_protein_	FIG00905751	FIG00361523:_hypothetical_protein_	0	0	0	1.1	0	9.3	0	0	0	0	0	0.014507636	0.262744719	-34.66666667
"FIG00531215_Carbohydrate_kinase,_PfkB_"	FIG00531215	"Carbohydrate_kinase,_PfkB_"	0	0	0	0	0	0	0	0	7.9	2.7	0	0.005462422	0.262744719	42.4
FIG00533164_FIG00533167:_hypothetical_protein_	FIG00533164	FIG00533167:_hypothetical_protein_	1.7	0	4.6	6.6	0	0	0	0	0	0	0	0.010201524	0.262744719	-43
FIG00908548_PROBABLE_PROTEASE_SIGNAL_PEPTIDE_PROTEIN(_EC:3.4.-_)_	FIG00908548	PROBABLE_PROTEASE_SIGNAL_PEPTIDE_PROTEIN(_EC:3.4.-_)_	0	0	0	1.1	0	0	0	2.6	17.9	0	130.1	0.000733637	0.262744719	164.2909091
FIG01263176_FIG01263178:_hypothetical_protein_	FIG01263176	FIG01263178:_hypothetical_protein_	0	0	0	0	0	0	0	2.6	0	1.4	3.1	0.006014015	0.262744719	28.4
FIG00638034_FIG00638035:_hypothetical_protein_	FIG00638034	FIG00638035:_hypothetical_protein_	1.7	0	0	0	0	9.3	0	0	0	0	0	0.013539703	0.262744719	-36.66666667
