FIGFAMID,Level1,Level2,Level3,function
FIG00002367,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Archaeal___S-adenosylmethionine___synthetase
FIG00002619,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginine/ornithine___ABC___transporter-comma___ATP-binding___protein___AotP
FIG00002619,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Histidine___ABC___transporter-comma___ATP-binding___protein___HisP___(TC___3
FIG00002695,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Biosynthetic___arginine___decarboxylase
FIG00002695,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Biosynthetic___arginine___decarboxylase
FIG00002741,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginine___ABC___transporter-comma___ATP-binding___protein___ArtP
FIG00002747,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginine___ABC___transporter-comma___permease___protein___ArtM
FIG00002793,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,S-adenosylmethionine___decarboxylase___proenzyme
FIG00002794,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Cysteine_Biosynthesis,Sulfate___transporter-comma___CysZ-type
FIG00002802,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Methionine___repressor___MetJ
FIG00002804,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Homocysteine___S-methyltransferase
FIG00002920,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Chorismate_Synthesis,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate___synthase___I___beta
FIG00002920,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate),2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate___synthase___I___beta
FIG00003022,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_Biosynthesis,L-threonine___3-dehydrogenase
FIG00003022,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Threonine_degradation,L-threonine___3-dehydrogenase
FIG00003029,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Aromatic_amino_acid_degradation,Tryptophanase
FIG00003176,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Ketoisovalerate_oxidoreductase,Pyruvate:ferredoxin___oxidoreductase-comma___gamma___subunit
FIG00003270,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginine___pathway___regulatory___protein___ArgR-comma___repressor___of___arg___regulon
FIG00003270,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_Biosynthesis_extended,Arginine___pathway___regulatory___protein___ArgR-comma___repressor___of___arg___regulon
FIG00003270,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_Deiminase_Pathway,Arginine___pathway___regulatory___protein___ArgR-comma___repressor___of___arg___regulon
FIG00003322,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginine___decarboxylase-comma___catabolic
FIG00003322,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Arginine___decarboxylase-comma___catabolic
FIG00003339,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Leucine_Biosynthesis,Probable___transcriptional___activator___for___leuABCD___operon
FIG00003391,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Cystathionine___beta-lyase
FIG00003568,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,Amino___acid-binding___ACT
FIG00003701,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Cysteine_Biosynthesis,Cys___regulon___transcriptional___activator___CysB
FIG00003800,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Branched-Chain_Amino_Acid_Biosynthesis,Leucine-responsive___regulatory___protein-comma___regulator___for___leucine___(or___lrp)___regulon___and___high-affinity___branched-chain___amino___acid___transport___system
FIG00003800,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Transcriptional___regulator___BkdR___of___isoleucine___and___valine___catabolism___operon
FIG00003800,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Valine_degradation,Transcriptional___regulator___BkdR___of___isoleucine___and___valine___catabolism___operon
FIG00003800,Amino___Acids___and___Derivatives,Glutamine-comma___glutamate-comma___aspartate-comma___asparagine;___ammonia___assimilation,Glutamine-comma_Glutamate-comma_Aspartate_and_Asparagine_Biosynthesis,Leucine-responsive___regulatory___protein-comma___regulator___for___leucine___(or___lrp)___regulon___and___high-affinity___branched-chain___amino___acid___transport___system
FIG00003810,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Arginase
FIG00003862,Amino___Acids___and___Derivatives,Histidine___Metabolism,Histidine_Degradation,Glutamate___formiminotransferase
FIG00003889,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Degradation,2-Oxobutyrate___oxidase-comma___putative
FIG00003894,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Putrescine___transport___system___permease___protein___PotI___(TC___3
FIG00003894,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Spermidine___Putrescine___ABC___transporter___permease___component___potC___(TC_3
FIG00003984,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_and_Serine_Utilization,D-serine/D-alanine/glycine___transporter
FIG00003984,Amino___Acids___and___Derivatives,Histidine___Metabolism,Histidine_Degradation,Histidine___transport___protein___(permease)
FIG00004037,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Spermidine___Putrescine___ABC___transporter___permease___component___PotB___(TC___3
FIG00004161,Amino___Acids___and___Derivatives,Proline___and___4-hydroxyproline,Proline-comma_4-hydroxyproline_uptake_and_utilization,Predicted___regulator___PutR___for___proline___utilization-comma___GntR___family
FIG00004296,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,Amino___acid-binding___ACT
FIG00004311,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Aromatic_amino_acid_interconversions_with_aryl_acids,Phenylacetate-coenzyme___A___ligase
FIG00004410,Amino___Acids___and___Derivatives,Glutamine-comma___glutamate-comma___aspartate-comma___asparagine;___ammonia___assimilation,Glutamine-comma_Glutamate-comma_Aspartate_and_Asparagine_Biosynthesis,Aspartate___racemase
FIG00005022,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,ABC___transporter-comma___periplasmic___spermidine___putrescine-binding___protein___PotD___(TC___3
FIG00005022,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Putrescine___ABC___transporter___putrescine-binding___protein___PotF___(TC___3
FIG00005216,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Cysteine_Biosynthesis,Sulfate___permease
FIG00005520,Amino___Acids___and___Derivatives,Glutamine-comma___glutamate-comma___aspartate-comma___asparagine;___ammonia___assimilation,Glutamine-comma_Glutamate-comma_Aspartate_and_Asparagine_Biosynthesis,Aspartate___aminotransferase
FIG00005520,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Threonine_and_Homoserine_Biosynthesis,Aspartate___aminotransferase
FIG00005698,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Leucine_Degradation_and_HMG-CoA_Metabolism,Succinyl-CoA:3-ketoacid-coenzyme___A___transferase___subunit___A
FIG00005729,Amino___Acids___and___Derivatives,Glutamine-comma___glutamate-comma___aspartate-comma___asparagine;___ammonia___assimilation,Glutamine-comma_Glutamate-comma_Aspartate_and_Asparagine_Biosynthesis,Glutamine___amidotransferase___protein___GlxB
FIG00005919,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Urea_decomposition,Urea___ABC___transporter-comma___permease___protein___UrtC
FIG00006117,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Agmatine/putrescine___antiporter-comma___associated___with___agmatine___catabolism
FIG00006151,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Methionine___ABC___transporter___ATP-binding___protein
FIG00006151,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Degradation,Methionine___ABC___transporter___ATP-binding___protein
FIG00006152,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_and_Ornithine_Degradation,Ornithine___carbamoyltransferase
FIG00006152,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_Biosynthesis_extended,Ornithine___carbamoyltransferase
FIG00006152,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_Deiminase_Pathway,Ornithine___carbamoyltransferase
FIG00006152,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Putrescine___carbamoyltransferase
FIG00006322,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Urea_decomposition,Urea___ABC___transporter-comma___permease___protein___UrtB
FIG00006580,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_and_Serine_Utilization,D-serine___permease___DsdX
FIG00006734,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Lysine_Biosynthesis_DAP_Pathway,2-comma3-comma4-comma5-tetrahydropyridine-2-comma6-dicarboxylate___N-acetyltransferase
FIG00006800,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,HMG_CoA_Synthesis,Biotin___carboxylase___of___methylcrotonyl-CoA___carboxylase
FIG00006800,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Leucine_Degradation_and_HMG-CoA_Metabolism,Biotin___carboxylase___of___methylcrotonyl-CoA___carboxylase
FIG00006964,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Ketoisovalerate_oxidoreductase,conserved___protein___associated___with___acetyl-CoA___C-acyltransferase
FIG00006997,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Cysteine_Biosynthesis,Sulfate___transport___system___permease___protein___CysT
FIG00007031,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Chorismate_Synthesis,2-amino-3-comma7-dideoxy-D-threo-hept-6-ulosonate___synthase
FIG00007031,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate),2-amino-3-comma7-dideoxy-D-threo-hept-6-ulosonate___synthase
FIG00007058,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_cleavage_system,Sodium/glycine___symporter___GlyP
FIG00007446,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Chorismate_Synthesis,3-comma7-dideoxy-D-threo-hepto-2-comma___6-diulosonate___synthase
FIG00007446,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate),3-comma7-dideoxy-D-threo-hepto-2-comma___6-diulosonate___synthase
FIG00007514,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Putrescine___transport___ATP-binding___protein___PotA___(TC___3
FIG00007514,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Putrescine___transport___ATP-binding___protein___PotG___(TC___3
FIG00007545,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Urea_decomposition,Urea___channel___UreI
FIG00007567,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,SAM-dependent___methlytransferase___YrrT
FIG00007694,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Butyrate___kinase
FIG00007694,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Valine_degradation,Butyrate___kinase
FIG00009017,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics-comma_PABA-comma_anthranilate-comma_3-hydroxyanthranilate_and_more,Isochorismatase
FIG00009149,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Acyl-CoA___dehydrogenase-comma___short-chain___specific
FIG00009149,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Butyryl-CoA___dehydrogenase
FIG00009149,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Probable___acyl-CoA___dehydrogenase
FIG00009149,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Valine_degradation,Butyryl-CoA___dehydrogenase
FIG00009149,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Valine_degradation,Probable___acyl-CoA___dehydrogenase
FIG00009512,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Arginine_Biosynthesis_extended,N-acetylornithine___carbamoyltransferase
FIG00009770,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Isoleucine_degradation,Transcriptional___regulator___BkdR___of___isoleucine___and___valine___catabolism___operon
FIG00009770,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Valine_degradation,Transcriptional___regulator___BkdR___of___isoleucine___and___valine___catabolism___operon
FIG00010100,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,HMG_CoA_Synthesis,Hydroxymethylglutaryl-CoA___lyase
FIG00010100,Amino___Acids___and___Derivatives,Branched-chain___amino___acids,Leucine_Degradation_and_HMG-CoA_Metabolism,Hydroxymethylglutaryl-CoA___lyase
FIG00010134,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Methionine___transporter___MetT
FIG00010134,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Degradation,Methionine___transporter___MetT
FIG00010489,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,5-comma10-methylenetetrahydrofolate___reductase
FIG00010489,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Homocysteine___S-methyltransferase
FIG00010604,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Urea_decomposition,Urease___gamma___subunit
FIG00010738,Amino___Acids___and___Derivatives,Histidine___Metabolism,Histidine_Biosynthesis,Imidazole___glycerol___phosphate___synthase___amidotransferase___subunit
FIG00010818,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_and_Serine_Utilization,L-serine___dehydratase
FIG00010818,Amino___Acids___and___Derivatives,Alanine-comma___serine-comma___and___glycine,Glycine_and_Serine_Utilization,L-serine___dehydratase-comma___beta___subunit
FIG00011114,Amino___Acids___and___Derivatives,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,Methionine_Biosynthesis,Methionine___ABC___transporter___ATP-binding___protein
